,person,dept,eow,cause,cause_short,date,year,canine,dept_name,state
20081,Police Officer II Chad Lee Elkins,"New Iberia Police Department, LA","EOW: Wednesday, October 25, 2000",Cause of Death: Motorcycle accident,Motorcycle accident,2000-10-25,2000,False,New Iberia Police Department, LA
20082,Officer Sean Alexander Nava,"California Highway Patrol, CA","EOW: Saturday, October 28, 2000",Cause of Death: Vehicular assault,Vehicular assault,2000-10-28,2000,False,California Highway Patrol, CA
20083,Deputy Sheriff Lee Wayne Russ,"Ward County Sheriff's Department, TX","EOW: Sunday, October 29, 2000",Cause of Death: Stabbed,Stabbed,2000-10-29,2000,False,Ward County Sheriff's Department, TX
20084,Corporal Edward M. Toatley,"Maryland State Police, MD","EOW: Monday, October 30, 2000",Cause of Death: Gunfire,Gunfire,2000-10-30,2000,False,Maryland State Police, MD
20085,Sergeant Richard Eric Weinhold,"St. Louis County Police Department, MO","EOW: Tuesday, October 31, 2000",Cause of Death: Gunfire,Gunfire,2000-10-31,2000,False,St. Louis County Police Department, MO
20086,Deputy Sheriff Sheila Gail Pyle,"Trinity County Sheriff's Office, TX","EOW: Friday, November 3, 2000",Cause of Death: Automobile accident,Automobile accident,2000-11-03,2000,False,Trinity County Sheriff's Office, TX
20087,Lieutenant John Eugene Galvin,"Wichita Police Department, KS","EOW: Saturday, November 4, 2000",Cause of Death: Explosion,Explosion,2000-11-04,2000,False,Wichita Police Department, KS
20088,Police Officer Kilonzo Musili Masembwa,"Prince George's County Police Department, MD","EOW: Friday, November 10, 2000",Cause of Death: Automobile accident,Automobile accident,2000-11-10,2000,False,Prince George's County Police Department, MD
20089,"Police Officer Clayton Wayne Hicks, Jr.","Memphis Police Department, TN","EOW: Tuesday, November 14, 2000",Cause of Death: Gunfire,Gunfire,2000-11-14,2000,False,Memphis Police Department, TN
20090,Agent Jorge De Jesus Colon,"Puerto Rico Police Department, PR","EOW: Wednesday, November 22, 2000",Cause of Death: Gunfire,Gunfire,2000-11-22,2000,False,Puerto Rico Police Department, PR
20091,Police Officer Orlando Casado Molina,"Carolina Municipal Police Department, PR","EOW: Sunday, November 26, 2000",Cause of Death: Motorcycle accident,Motorcycle accident,2000-11-26,2000,False,Carolina Municipal Police Department, PR
20092,Police Officer Alan Matthew Ragsdale,"Hohenwald Police Department, TN","EOW: Monday, November 27, 2000",Cause of Death: Gunfire,Gunfire,2000-11-27,2000,False,Hohenwald Police Department, TN
20093,Correctional Officer Aaron Michael Schoffstall,"Vigo County Sheriff's Office, IN","EOW: Tuesday, November 28, 2000",Cause of Death: Fall,Fall,2000-11-28,2000,False,Vigo County Sheriff's Office, IN
20094,Corporal Phillip Lorenzo Lee,"Alabama State University Police Department, AL","EOW: Friday, December 1, 2000",Cause of Death: Vehicular assault,Vehicular assault,2000-12-01,2000,False,Alabama State University Police Department, AL
20095,Police Officer Bradford M. Erickson,"Yarmouth Police Department, MA","EOW: Friday, December 1, 2000",Cause of Death: Struck by vehicle,Struck by vehicle,2000-12-01,2000,False,Yarmouth Police Department, MA
20096,Police Officer Mark Damon Hiatt,"Bryan Police Department, TX","EOW: Saturday, December 2, 2000",Cause of Death: Motorcycle accident,Motorcycle accident,2000-12-02,2000,False,Bryan Police Department, TX
20097,Deputy Sheriff Barrett Travis Hill,"Harris County Sheriff's Office, TX","EOW: Monday, December 4, 2000",Cause of Death: Gunfire,Gunfire,2000-12-04,2000,False,Harris County Sheriff's Office, TX
20098,Trooper Eric Francis Nicholson,"South Carolina Highway Patrol, SC","EOW: Wednesday, December 6, 2000",Cause of Death: Gunfire,Gunfire,2000-12-06,2000,False,South Carolina Highway Patrol, SC
20099,Sergeant David M. Furrh,"Gonzales County Sheriff's Department, TX","EOW: Wednesday, December 6, 2000",Cause of Death: Gunfire,Gunfire,2000-12-06,2000,False,Gonzales County Sheriff's Department, TX
20100,Deputy Sheriff Garry E. Hobbs,"Palm Beach County Sheriff's Office, FL","EOW: Saturday, December 9, 2000",Cause of Death: Exposure to toxins,Exposure to toxins,2000-12-09,2000,False,Palm Beach County Sheriff's Office, FL
20101,Captain Thomas Allen Craig,"Arkansas State Police, AR","EOW: Thursday, December 14, 2000",Cause of Death: Struck by vehicle,Struck by vehicle,2000-12-14,2000,False,Arkansas State Police, AR
20102,Sheriff-elect Derwin Brown,"DeKalb County Sheriff's Office, GA","EOW: Saturday, December 16, 2000",Cause of Death: Gunfire,Gunfire,2000-12-16,2000,False,DeKalb County Sheriff's Office, GA
20103,Corporal James Arvil Lamance,"Whitewright Police Department, TX","EOW: Saturday, December 23, 2000",Cause of Death: Gunfire,Gunfire,2000-12-23,2000,False,Whitewright Police Department, TX
20104,Police Officer Jaison Howard Smith,"Washington Police Department, GA","EOW: Sunday, December 24, 2000",Cause of Death: Heart attack,Heart attack,2000-12-24,2000,False,Washington Police Department, GA
20105,Police Officer Aubrey Wright Hawkins,"Irving Police Department, TX","EOW: Sunday, December 24, 2000",Cause of Death: Gunfire,Gunfire,2000-12-24,2000,False,Irving Police Department, TX
20106,Deputy Sheriff John Albert Mayfield,"Calcasieu Parish Sheriff's Office, LA","EOW: Saturday, December 30, 2000",Cause of Death: Automobile accident,Automobile accident,2000-12-30,2000,False,Calcasieu Parish Sheriff's Office, LA
20107,K9 Maverick,"Sonoma County Sheriff's Office, CA","EOW: Saturday, February 12, 2000",Cause of Death: Struck by vehicle,Struck by vehicle,2000-02-12,2000,True,Sonoma County Sheriff's Office, CA
20108,K9 Falco,"Jackson County Sheriff's Office, KS","EOW: Friday, February 18, 2000",Cause of Death: Gunfire,Gunfire,2000-02-18,2000,True,Jackson County Sheriff's Office, KS
20109,K9 Cero,"Ashtabula County Sheriff's Department, OH","EOW: Saturday, March 25, 2000",Cause of Death: Gunfire,Gunfire,2000-03-25,2000,True,Ashtabula County Sheriff's Department, OH
20110,K9 Colt,"Chesterfield County Police Department, VA","EOW: Sunday, June 25, 2000",Cause of Death: Gunfire (Accidental),Gunfire (Accidental),2000-06-25,2000,True,Chesterfield County Police Department, VA
20111,K9 Atlas,"Miami Police Department, FL","EOW: Sunday, July 23, 2000",Cause of Death: Gunfire,Gunfire,2000-07-23,2000,True,Miami Police Department, FL
20112,K9 Tramp,"Plymouth Township Police Department, PA","EOW: Friday, October 20, 2000",Cause of Death: Struck by vehicle,Struck by vehicle,2000-10-20,2000,True,Plymouth Township Police Department, PA
20113,K9 Ando,"LaGrange Police Department, GA","EOW: Tuesday, December 26, 2000",Cause of Death: Drowned,Drowned,2000-12-26,2000,True,LaGrange Police Department, GA
20114,Trooper John Gregory Mann,"Tennessee Highway Patrol, TN","EOW: Monday, January 1, 2001",Cause of Death: Vehicular assault,Vehicular assault,2001-01-01,2001,False,Tennessee Highway Patrol, TN
20115,Corporal James Brian Moulson,"Jerome County Sheriff's Department, ID","EOW: Wednesday, January 3, 2001",Cause of Death: Gunfire,Gunfire,2001-01-03,2001,False,Jerome County Sheriff's Department, ID
20116,Corporal Phillip Charles Anderson,"Jerome County Sheriff's Department, ID","EOW: Wednesday, January 3, 2001",Cause of Death: Gunfire,Gunfire,2001-01-03,2001,False,Jerome County Sheriff's Department, ID
20117,Corporal Ronnie Bogan,"Notasulga Police Department, AL","EOW: Friday, January 5, 2001",Cause of Death: Vehicular assault,Vehicular assault,2001-01-05,2001,False,Notasulga Police Department, AL
20118,"Trooper John Henry Duncan, Jr.","North Carolina Highway Patrol, NC","EOW: Tuesday, January 9, 2001",Cause of Death: Vehicle pursuit,Vehicle pursuit,2001-01-09,2001,False,North Carolina Highway Patrol, NC
20119,Officer Dennis E. Holmes,"Houston Police Department, TX","EOW: Wednesday, January 10, 2001",Cause of Death: Heart attack,Heart attack,2001-01-10,2001,False,Houston Police Department, TX
20120,Detective William Alberto Wilkins,"Oakland Police Department, CA","EOW: Friday, January 12, 2001",Cause of Death: Gunfire (Accidental),Gunfire (Accidental),2001-01-12,2001,False,Oakland Police Department, CA
20121,"Detective Doug Jacobs, III","Riverside Police Department, CA","EOW: Saturday, January 13, 2001",Cause of Death: Gunfire,Gunfire,2001-01-13,2001,False,Riverside Police Department, CA
20122,Corporal Alfredo Banos,"Lee County Sheriff's Office, FL","EOW: Saturday, January 20, 2001",Cause of Death: Automobile accident,Automobile accident,2001-01-20,2001,False,Lee County Sheriff's Office, FL
20123,Trooper Jason Lee Manspeaker,"Colorado State Patrol, CO","EOW: Tuesday, January 23, 2001",Cause of Death: Automobile accident,Automobile accident,2001-01-23,2001,False,Colorado State Patrol, CO
20124,"Deputy Sheriff John Lewis Burkett, III","Berkeley County Sheriff's Department, WV","EOW: Wednesday, January 31, 2001",Cause of Death: Automobile accident,Automobile accident,2001-01-31,2001,False,Berkeley County Sheriff's Department, WV
20125,Deputy Sheriff Vance Howard Clements,"Gregg County Sheriff's Department, TX","EOW: Thursday, February 1, 2001",Cause of Death: Automobile accident,Automobile accident,2001-02-01,2001,False,Gregg County Sheriff's Department, TX
20126,Correction Officer Wayne Mitchell,"Ohio Department of Rehabilitation and Correction, OH","EOW: Friday, February 2, 2001",Cause of Death: Automobile accident,Automobile accident,2001-02-02,2001,False,Ohio Department of Rehabilitation and Correction, OH
20127,"Patrolman John Anthony ""Rocky"" Riojas","San Antonio Police Department, TX","EOW: Saturday, February 3, 2001",Cause of Death: Gunfire,Gunfire,2001-02-03,2001,False,San Antonio Police Department, TX
20128,Corporal Frances Marie Collender,"Delaware State Police, DE","EOW: Tuesday, February 6, 2001",Cause of Death: Struck by vehicle,Struck by vehicle,2001-02-06,2001,False,Delaware State Police, DE
20129,Police Officer Scott Matthew Baird,"Gainesville Police Department, FL","EOW: Monday, February 12, 2001",Cause of Death: Struck by vehicle,Struck by vehicle,2001-02-12,2001,False,Gainesville Police Department, FL
20130,Deputy Sheriff Jason Charles Schwenz,"Queen Anne's County Sheriff's Department, MD","EOW: Tuesday, February 13, 2001",Cause of Death: Gunfire,Gunfire,2001-02-13,2001,False,Queen Anne's County Sheriff's Department, MD
20131,Police Officer Michael Scott Nickerson,"Centreville Police Department, MD","EOW: Tuesday, February 13, 2001",Cause of Death: Gunfire,Gunfire,2001-02-13,2001,False,Centreville Police Department, MD
20132,Trooper Herbert James Smith,"Arkansas State Police, AR","EOW: Wednesday, February 14, 2001",Cause of Death: Automobile accident,Automobile accident,2001-02-14,2001,False,Arkansas State Police, AR
20133,Deputy Sheriff Brandan Garrett Hinkle,"Los Angeles County Sheriff's Department, CA","EOW: Wednesday, February 14, 2001",Cause of Death: Motorcycle accident,Motorcycle accident,2001-02-14,2001,False,Los Angeles County Sheriff's Department, CA
20134,Deputy Sheriff Keith George Ruiz,"Travis County Sheriff's Office, TX","EOW: Thursday, February 15, 2001",Cause of Death: Gunfire,Gunfire,2001-02-15,2001,False,Travis County Sheriff's Office, TX
20135,Sergeant Robert Alton Guilliams,"Missouri State Highway Patrol, MO","EOW: Friday, February 16, 2001",Cause of Death: Automobile accident,Automobile accident,2001-02-16,2001,False,Missouri State Highway Patrol, MO
20136,"Deputy Sheriff James Michael Salvino, Jr.","Cuyahoga County Sheriff's Department, OH","EOW: Saturday, February 17, 2001",Cause of Death: Automobile accident,Automobile accident,2001-02-17,2001,False,Cuyahoga County Sheriff's Department, OH
20137,Police Officer Alexis Martinez-Pacheco,"Puerto Rico Police Department, PR","EOW: Sunday, February 18, 2001",Cause of Death: Gunfire,Gunfire,2001-02-18,2001,False,Puerto Rico Police Department, PR
20138,Officer Richard L. Vauris,"Clinton Township Police Department, MI","EOW: Monday, February 19, 2001",Cause of Death: Gunfire,Gunfire,2001-02-19,2001,False,Clinton Township Police Department, MI
20139,Chief Deputy Nathan Ralph Murphy,"Oregon County Sheriff's Department, MO","EOW: Monday, February 19, 2001",Cause of Death: Vehicular assault,Vehicular assault,2001-02-19,2001,False,Oregon County Sheriff's Department, MO
20140,Police Officer Jose Perez-Hernandez,"Puerto Rico Police Department, PR","EOW: Wednesday, February 21, 2001",Cause of Death: Gunfire,Gunfire,2001-02-21,2001,False,Puerto Rico Police Department, PR
20141,Deputy Sheriff Glenn Randall Chancellor,"Jones County Sheriff's Department, MS","EOW: Wednesday, February 28, 2001",Cause of Death: Vehicular assault,Vehicular assault,2001-02-28,2001,False,Jones County Sheriff's Department, MS
20142,Deputy Sheriff Samuel F. Smith,"Crawford County Sheriff's Office, GA","EOW: Friday, March 2, 2001",Cause of Death: Heart attack,Heart attack,2001-03-02,2001,False,Crawford County Sheriff's Office, GA
20143,"Border Patrol Agent Daniel Miles James, Jr.","United States Department of Justice - Immigration and Naturalization Service - United States Border Patrol, US","EOW: Saturday, March 3, 2001",Cause of Death: Automobile accident,Automobile accident,2001-03-03,2001,False,United States Department of Justice - Immigration and Naturalization Service - United States Border Patrol, US
20144,Deputy Sheriff Angelic Suzette Garcia,"Bernalillo County Sheriff's Department, NM","EOW: Sunday, March 4, 2001",Cause of Death: Automobile accident,Automobile accident,2001-03-04,2001,False,Bernalillo County Sheriff's Department, NM
20145,Master Police Officer Steven J. Underwood,"Des Moines Police Department, WA","EOW: Wednesday, March 7, 2001",Cause of Death: Gunfire,Gunfire,2001-03-07,2001,False,Des Moines Police Department, WA
20146,Police Officer Jose A. Torres-Rodriquez,"Puerto Rico Police Department, PR","EOW: Sunday, March 11, 2001",Cause of Death: Gunfire,Gunfire,2001-03-11,2001,False,Puerto Rico Police Department, PR
20147,"Agent Michael Joseph Cowdery, Jr.","Baltimore City Police Department, MD","EOW: Tuesday, March 13, 2001",Cause of Death: Gunfire,Gunfire,2001-03-13,2001,False,Baltimore City Police Department, MD
20148,Police Officer Wilfredo Monserrate-Rivera,"Puerto Rico Police Department, PR","EOW: Tuesday, March 13, 2001",Cause of Death: Gunfire,Gunfire,2001-03-13,2001,False,Puerto Rico Police Department, PR
20149,Sergeant Gary R. Wagers,"California Highway Patrol, CA","EOW: Thursday, March 15, 2001",Cause of Death: Automobile accident,Automobile accident,2001-03-15,2001,False,California Highway Patrol, CA
20150,Officer James William Naim,"Aliquippa Police Department, PA","EOW: Thursday, March 15, 2001",Cause of Death: Gunfire,Gunfire,2001-03-15,2001,False,Aliquippa Police Department, PA
20151,Officer Terry Eugene Foster,"Independence Police Department, MO","EOW: Saturday, March 17, 2001",Cause of Death: Gunfire,Gunfire,2001-03-17,2001,False,Independence Police Department, MO
20152,Trooper John Robert Davis,"Tennessee Highway Patrol, TN","EOW: Saturday, March 17, 2001",Cause of Death: Automobile accident,Automobile accident,2001-03-17,2001,False,Tennessee Highway Patrol, TN
20153,"Sergeant Donald Frederick Flusche, Jr.","Dallas Police Department, TX","EOW: Saturday, March 17, 2001",Cause of Death: Automobile accident,Automobile accident,2001-03-17,2001,False,Dallas Police Department, TX
20154,Patrolman Robert J. Ventura,"Jackson Township Police Department, NJ","EOW: Sunday, March 18, 2001",Cause of Death: Automobile accident,Automobile accident,2001-03-18,2001,False,Jackson Township Police Department, NJ
20155,Patrolman III Douglas Michael Adams,"Elkhart Police Department, IN","EOW: Tuesday, March 20, 2001",Cause of Death: Automobile accident,Automobile accident,2001-03-20,2001,False,Elkhart Police Department, IN
